	tool	gfa_id	msa	obj_function	penalization	min_len	len_graph	n_nodes	n_edges	is_acyclic	weakly_connected_components	len_shared_nodes	perc_len_shared_nodes
988	makeprg	E-3133	mafft.op1.53-ep0	makeprg	0	0	4804	13	16	acyclic	1	-1	-1.0
989	makeprg	G-3135	mafft.op1.53-ep0	makeprg	0	0	4262	160	214	acyclic	1	-1	-1.0
990	makeprg	DMB-3109	mafft.op1.53-ep0	makeprg	0	0	6455	40	52	acyclic	1	-1	-1.0
991	makeprg	F-3134	mafft.op1.53-ep0	makeprg	0	0	17870	74	99	acyclic	1	-1	-1.0
992	makeprg	K-3138	mafft.op1.53-ep0	makeprg	0	0	3604	267	374	acyclic	1	-1	-1.0
993	makeprg	J-3137	mafft.op1.53-ep0	makeprg	0	0	4051	95	127	acyclic	1	-1	-1.0
994	makeprg	DPA1-3113	mafft.op1.53-ep0	makeprg	0	0	16288	138	184	acyclic	1	-1	-1.0
995	makeprg	DRB3-3125	mafft.op1.53-ep0	makeprg	0	0	13460	530	708	acyclic	1	-1	-1.0
996	makeprg	TAP2-6891	mafft.op1.53-ep0	makeprg	0	0	17137	251	341	acyclic	1	-1	-1.0
997	makeprg	DQB1-3119	mafft.op1.53-ep0	makeprg	0	0	15374	1492	2231	acyclic	1	-1	-1.0
998	makeprg	DPB1-3115	mafft.op1.53-ep0	makeprg	0	0	14400	677	907	acyclic	1	-1	-1.0
999	makeprg	DRA-3122	mafft.op1.53-ep0	makeprg	0	0	5325	167	226	acyclic	1	-1	-1.0
1000	makeprg	L-3139	mafft.op1.53-ep0	makeprg	0	0	7596	226	301	acyclic	1	-1	-1.0
1001	makeprg	DOA-3111	mafft.op3-ep0	makeprg	0	0	5477	116	154	acyclic	1	-1	-1.0
1002	makeprg	A-3105	mafft.op3-ep0	makeprg	0	0	7205	577	830	acyclic	1	-1	-1.0
1003	makeprg	C-3107	mafft.op3-ep0	makeprg	0	0	3836	388	536	acyclic	1	-1	-1.0
1004	makeprg	DOB-3112	mafft.op3-ep0	makeprg	0	0	4303	52	68	acyclic	1	-1	-1.0
1005	makeprg	B-3106	mafft.op3-ep0	makeprg	0	0	4587	357	503	acyclic	1	-1	-1.0
1006	makeprg	E-3133	mafft.op3-ep0	makeprg	0	0	4804	13	16	acyclic	1	-1	-1.0
1007	makeprg	DPB1-3115	mafft.op3-ep0	makeprg	0	0	14400	677	907	acyclic	1	-1	-1.0
1008	makeprg	H-3136	mafft.op3-ep0	makeprg	0	0	3546	190	258	acyclic	1	-1	-1.0
1009	makeprg	V-352962	mafft.op3-ep0	makeprg	0	0	1025	48	62	acyclic	1	-1	-1.0
1010	makeprg	TAP2-6891	mafft.op3-ep0	makeprg	0	0	17137	251	341	acyclic	1	-1	-1.0
1011	makeprg	DQB1-3119	mafft.op3-ep0	makeprg	0	0	15380	1489	2227	acyclic	1	-1	-1.0
1012	makeprg	DPA1-3113	mafft.op3-ep0	makeprg	0	0	16288	138	184	acyclic	1	-1	-1.0
1013	makeprg	DMA-3108	mafft.op3-ep0	makeprg	0	0	4522	31	40	acyclic	1	-1	-1.0
1014	makeprg	DRB3-3125	mafft.op3-ep0	makeprg	0	0	13460	530	708	acyclic	1	-1	-1.0
1015	makeprg	MICB-4277	mafft.op3-ep0	makeprg	0	0	102134	135	179	acyclic	1	-1	-1.0
1016	makeprg	DRB4-3126	mafft.op3-ep0	makeprg	0	0	44634	63	83	acyclic	1	-1	-1.0
1017	makeprg	DRA-3122	mafft.op3-ep0	makeprg	0	0	5325	167	226	acyclic	1	-1	-1.0
1018	makeprg	L-3139	mafft.op3-ep0	makeprg	0	0	7596	226	301	acyclic	1	-1	-1.0
1019	makeprg	DRB5-3127	mafft.op3-ep0	makeprg	0	0	12856	1	0	acyclic	1	-1	-1.0
1020	makeprg	MICA-100507436	mafft.op3-ep0	makeprg	0	0	34902	371	502	acyclic	1	-1	-1.0
1021	makeprg	J-3137	mafft.op3-ep0	makeprg	0	0	4051	95	127	acyclic	1	-1	-1.0
1022	makeprg	K-3138	mafft.op3-ep0	makeprg	0	0	3595	268	375	acyclic	1	-1	-1.0
1023	makeprg	TAP1-6890	mafft.op3-ep0	makeprg	0	0	8776	34	44	acyclic	1	-1	-1.0
1024	makeprg	G-3135	mafft.op3-ep0	makeprg	0	0	4262	160	214	acyclic	1	-1	-1.0
1025	makeprg	F-3134	mafft.op3-ep0	makeprg	0	0	17870	74	99	acyclic	1	-1	-1.0
1026	makeprg	DMB-3109	mafft.op3-ep0	makeprg	0	0	6565	43	56	acyclic	1	-1	-1.0
1027	makeprg	DOB-3112	mafft.op5-ep0	makeprg	0	0	4303	52	68	acyclic	1	-1	-1.0
1028	makeprg	DOA-3111	mafft.op5-ep0	makeprg	0	0	5477	116	154	acyclic	1	-1	-1.0
1029	makeprg	F-3134	mafft.op5-ep0	makeprg	0	0	17874	72	96	acyclic	1	-1	-1.0
1030	makeprg	DPB1-3115	mafft.op5-ep0	makeprg	0	0	14400	677	907	acyclic	1	-1	-1.0
1031	makeprg	G-3135	mafft.op5-ep0	makeprg	0	0	4262	160	214	acyclic	1	-1	-1.0
1032	makeprg	K-3138	mafft.op5-ep0	makeprg	0	0	3595	268	375	acyclic	1	-1	-1.0
1033	makeprg	J-3137	mafft.op5-ep0	makeprg	0	0	4069	92	123	acyclic	1	-1	-1.0
1034	makeprg	L-3139	mafft.op5-ep0	makeprg	0	0	7596	226	301	acyclic	1	-1	-1.0
1035	makeprg	V-352962	mafft.op5-ep0	makeprg	0	0	1025	48	62	acyclic	1	-1	-1.0
1036	makeprg	DRB3-3125	mafft.op5-ep0	makeprg	0	0	13460	530	708	acyclic	1	-1	-1.0
1037	makeprg	DPA1-3113	mafft.op5-ep0	makeprg	0	0	16288	138	184	acyclic	1	-1	-1.0
1038	makeprg	DMA-3108	mafft.op5-ep0	makeprg	0	0	4522	31	40	acyclic	1	-1	-1.0
1039	makeprg	DQB1-3119	mafft.op5-ep0	makeprg	0	0	15322	1499	2238	acyclic	1	-1	-1.0
1040	makeprg	TAP2-6891	mafft.op5-ep0	makeprg	0	0	17137	251	341	acyclic	1	-1	-1.0
1041	makeprg	MICB-4277	mafft.op5-ep0	makeprg	0	0	102134	135	179	acyclic	1	-1	-1.0
1042	makeprg	DRB5-3127	mafft.op5-ep0	makeprg	0	0	12856	1	0	acyclic	1	-1	-1.0
1043	makeprg	DRA-3122	mafft.op5-ep0	makeprg	0	0	5325	167	226	acyclic	1	-1	-1.0
1044	makeprg	DRB4-3126	mafft.op5-ep0	makeprg	0	0	44627	62	81	acyclic	1	-1	-1.0
1045	makeprg	MICA-100507436	mafft.op5-ep0	makeprg	0	0	34902	371	502	acyclic	1	-1	-1.0
1046	makeprg	DMB-3109	mafft.op5-ep0	makeprg	0	0	6565	43	56	acyclic	1	-1	-1.0
1047	makeprg	H-3136	mafft.op5-ep0	makeprg	0	0	3546	190	258	acyclic	1	-1	-1.0
1048	makeprg	E-3133	mafft.op5-ep0	makeprg	0	0	4804	13	16	acyclic	1	-1	-1.0
1049	makeprg	TAP1-6890	mafft.op5-ep0	makeprg	0	0	8776	34	44	acyclic	1	-1	-1.0
1050	makeprg	B-3106	mafft.op5-ep0	makeprg	0	0	4587	357	503	acyclic	1	-1	-1.0
1051	makeprg	C-3107	mafft.op5-ep0	makeprg	0	0	3836	388	536	acyclic	1	-1	-1.0
1052	makeprg	A-3105	mafft.op5-ep0	makeprg	0	0	7235	573	825	acyclic	1	-1	-1.0
1053	pggb	V-352962	wfmash	pggb	0	0	2948	3	0	acyclic	3	0	0.0
1054	pggb	J-3137	wfmash	pggb	0	0	4020	106	142	acyclic	1	3936	97.91
1055	pggb	DPA1-3113	wfmash	pggb	0	0	16267	150	200	acyclic	1	16140	99.22
1056	pggb	DRB4-3126	wfmash	pggb	0	0	15080	248	331	acyclic	1	4829	32.02
1057	pggb	DOB-3112	wfmash	pggb	0	0	5442	51	66	acyclic	1	3109	57.13
1058	pggb	MICA-100507436	wfmash	pggb	0	0	15797	452	611	acyclic	1	11611	73.5
1059	pggb	F-3134	wfmash	pggb	0	0	16126	87	117	acyclic	1	2186	13.56
1060	pggb	MICB-4277	wfmash	pggb	0	0	16702	644	879	acyclic	1	5506	32.97
1061	pggb	H-3136	wfmash	pggb	0	0	3419	233	313	acyclic	1	3227	94.38
1062	pggb	B-3106	wfmash	pggb	0	0	4209	477	650	acyclic	1	3133	74.44
1063	pggb	DQA1-3117	wfmash	pggb	0	0	19170	1905	2601	acyclic	1	4462	23.28
1064	pggb	TAP1-6890	wfmash	pggb	0	0	8774	32	42	acyclic	1	8752	99.75
1065	pggb	TAP2-6891	wfmash	pggb	0	0	17052	261	356	acyclic	1	16658	97.69
1066	pggb	A-3105	wfmash	pggb	0	0	59632	1545	2080	acyclic	1	3127	5.24
1067	pggb	DQB1-3119	wfmash	pggb	0	0	9471	2812	3864	acyclic	1	5660	59.76
1068	pggb	DRB1-3123	wfmash	pggb	0	0	23441	4773	6523	acyclic	1	6614	28.22
1069	pggb	C-3107	wfmash	pggb	0	0	3564	503	677	acyclic	1	3205	89.93
1070	pggb	G-3135	wfmash	pggb	0	0	4211	165	220	acyclic	1	4090	97.13
1071	pggb	DOA-3111	wfmash	pggb	0	0	5469	116	154	acyclic	1	5393	98.61
1072	pggb	K-3138	wfmash	pggb	0	0	3300	326	443	acyclic	1	3072	93.09
1073	pggb	L-3139	wfmash	pggb	0	0	7472	243	326	acyclic	1	7230	96.76
1074	pggb	DRA-3122	wfmash	pggb	0	0	5269	178	239	acyclic	1	5112	97.02
1075	pggb	DPB1-3115	wfmash	pggb	0	0	14089	878	1177	acyclic	1	13383	94.99
1076	pggb	DRB3-3125	wfmash	pggb	0	0	13323	617	825	acyclic	1	12818	96.21
1077	pggb	DMA-3108	wfmash	pggb	0	0	4520	29	38	acyclic	1	4499	99.54
1078	pggb	DRB5-3127	wfmash	pggb	0	0	12856	1	0	acyclic	1	12856	100.0
1079	pggb	DMB-3109	wfmash	pggb	0	0	6563	65	87	acyclic	1	6416	97.76
1080	pggb	E-3133	wfmash	pggb	0	0	4804	13	16	acyclic	1	4796	99.83
